Ссылка;Высказывание;Ключевые слова;Счёт;;;;
https://vk.com/wall-193136226_26753?reply=26801&thread=26766;бесполезны обычные маски, точнее они не защитят от заражения, но уменьшат распространяемую вирусную нагрузку для других если вы болеете. ;медицинская маска;5;;;;
https://www.bbc.com/russian/features-52835770#:~:text=%D0%9C%D0%B0%D1%81%D0%BA%D0%B8%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%20%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D0%B0%D1%8E%D1%82%20%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%20%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0,%D0%BF%D0%B5%D1%80%D0%B5%D0%BD%D0%BE%D1%81%D1%8F%D1%82%20%2D%20BBC%20News%20%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D0%BB%D1%83%D0%B6%D0%B1%D0%B0;Маски действительно помогают против коронавируса.;медицинская маска;6;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/news/20200424-1559.html;Маски: барьер против коронавируса №1;медицинская маска;7;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/news/20200424-1559.html;Носите маску, если вы кашляете или чихаете, или заботитесь о человеке с подозрением на инфекцию COVID-19.;медицинская маска;8;;;;
https://www.bbc.com/russian/features-52065978;хирургические маски НЕ защищают от коронавируса.;медицинская маска;9;;;;
https://www.mythdetector.ge/ru/myth/pocemu-zablokirovali-socialnye-seti-video-v-kotorom-utverzdaetsa-cto-koronavirus-ne-ubivaet;заявляют, что в ношении масок нет необходимости, поскольку лекарство от COVID-19 существует;медицинская маска;10;;;;
https://ru.wikipedia.org/wiki/COVID-19;Медицинские маски обычному населению рекомендуются в случае наличия респираторных симптомов[32] или в случае ухода за больным, у которого может быть COVID-19[91];медицинская маска;11;;;;
https://baigenews.kz/amp/news/bolezn_voznikaet_pri_dlitelnom_noshenii_maski/;"Медики считают, что защитные маски для лица, помогающие снизить риски передачи новой коронавирусной инфекции, несут также некоторые негативные последствия, пишет ""Ридус"".";медицинская маска;12;;;;
https://www.ridus.ru/news/334805;Маски для лица, хотя и помогают снизить риск передачи коронавируса, несут ряд негативных последствий, считают медики. ;медицинская маска;13;;;;
https://www.dw.com/ru/%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83-%D0%BE%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BF%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8-%D0%BD%D0%B5-%D0%B7%D0%B0%D1%89%D0%B8%D1%89%D0%B0%D1%8E%D1%82-%D0%BE%D1%82-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0/a-53089499;Но если в эффективности защитных масок при профилактике COVID-19 сомнений, практически, не осталось (необходимость их использования признала и ВОЗ);медицинская маска;14;;;;
https://www.youtube.com/watch?v=33rsLhemnfg&lc=Ugyp3Dq3cHCxzIKRK614AaABAg.9C42vYIAez-9C8VA3u4Mqf;Намордники у собак, а это - маски для предотвращение распространения коронавируса. Эгоисты обычно их не носят.;медицинская маска;15;;;;
https://www.5.ua/ru/obshchestvo/kak-effektyvno-dezynfytsyrovat-zashchytnie-masky-yz-raznikh-tkanei-222555.html;Тканевая маска препятствует свободному распространению инфекционных вирусных частиц, снижая риск инфицирования COVID-19.;медицинская маска;16;;;;
https://26dsp.ru/node/237;В период активной циркуляции возбудителей гриппа, коронавирусной инфекции, и других возбудителей острых респираторных вирусных инфекций напоминаем о целесообразности использования одноразовой медицинской маски в качестве эффективной меры профилактики заражения и ограничения распространения инфекции.;медицинская маска;17;;;;
http://www.privatmed.ru/article/37/239/2538/;В рекомендациях ВОЗ от марта этого года по ношению медицинских масок в контексте нового коронавируса четко сказано,  что они не требуются для тех, кто здоров.;медицинская маска;18;;;;
https://ru.wikipedia.org/wiki/COVID-19;По состоянию на 5 июня отсутствовали какие-либо прямые доказательства пользы масок среди здорового населения в случае острых респираторных инфекций, включая COVID-19, однако есть свидетельства пользы масок для здоровых людей в домашних условиях и в условиях массовых мероприятий, что косвенно указывает на возможную пользу при широком применении[93].;медицинская маска;19;;;;
https://ru.wikipedia.org/wiki/COVID-19;При наличии симптомов, схожих с COVID-19, ВОЗ рекомендует больным ношение масок с соблюдением инструкций по их правильному использованию и утилизации, самоизоляцию, консультирование у медицинских работников при плохом самочувствии, мытьё рук и соблюдение дистанции по отношению к другим людям[92].;медицинская маска, самоизоляция, социальная дистанция;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Медицинская помощь всем пациентам с подозрением на новую коронавирусную инфекцию оказывается на бесплатной основе.;медпомощь;1;;;;
https://www.forbes.ru/tehnologii/399231-chem-lechat-ot-covid-19-v-rossii-i-mire-gid-po-preparatam;В апреле ФМБА сообщило, что в исследованиях, проведенных совместно с Научным центром микробиологии Минобороны, было доказано, что в культуре клеток мефлохин полностью блокирует негативное воздействие коронавируса SARS-CoV-2 (возбудителя COVID-19) в концентрации 2 мкг/мл.;мефлохин;1;;;;
https://www.kommersant.ru/doc/4342405;Британские ученые выяснили, что мужчины чаще умирают от коронавируса.;мужчины;1;;;;
https://iz.ru/975282/mariia-nediuk/gendernaia-bol-koronavirus-opasnee-dlia-muzhchin;Гендерная боль: коронавирус опаснее для мужчин;мужчины;2;;;;
https://iz.ru/975282/mariia-nediuk/gendernaia-bol-koronavirus-opasnee-dlia-muzhchin;Выяснилось, что две трети подтвержденных смертей от коронавируса — мужчины. ;мужчины;3;;;;
https://riafan.ru/1306827-vrach-obyasnila-pochemu-muzhchiny-umirayut-ot-koronavirusa-chashe-zhenshin;Мужчины в полтора раза чаще женщин умирают при тяжелом течении коронавирусной инфекции.;мужчины, женщины;1;;;;
https://www.dw.com/ru/%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BE%D0%BD-%D0%BE%D1%81%D0%BE%D0%B1%D0%B5%D0%BD%D0%BD%D0%BE-%D0%BE%D0%BF%D0%B0%D1%81%D0%B5%D0%BD-%D0%B8-%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83/a-52742588;По данным ВОЗ, мужчины значительно чаще погибают от коронавирусной инфекции, чем женщины: в середине февраля уровень смертности от SARS-CoV-2 в Китае составлял 2,8 % для мужчин и 1,7 % - для женщин.;мужчины, женщины;2;;;;
https://www.mskagency.ru/materials/2985351;Главный эпидемиолог Минздрава: Мужчины чаще женщин болеют новым коронавирусом;мужчины, женщины;3;;;;
https://www.mskagency.ru/materials/2985351;Если посмотреть структуру, кто болеет новой коронавирусной инфекцией, это чаще мужчины, чем женщины, почти в два раза.;мужчины, женщины;4;;;;
https://www.mskagency.ru/materials/2985351;Новым коронавирусом чаще болеют мужчины, чем женщины.;мужчины, женщины;5;;;;
https://www.kommersant.ru/doc/4342405;Кроме того, Всемирная организация здравоохранения еще в феврале заявляла, что мужчины болеют коронавирусом чаще, чем женщины.;мужчины, женщины;6;;;;
https://www.kommersant.ru/doc/4342405;На днях о том, что мужчины тяжелее женщин болеют коронавирусом, заявил и глаза российского Минздрава Михаил Мурашко. ;мужчины, женщины;7;;;;
https://www.dw.com/ru/%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BE%D0%BD-%D0%BE%D1%81%D0%BE%D0%B1%D0%B5%D0%BD%D0%BD%D0%BE-%D0%BE%D0%BF%D0%B0%D1%81%D0%B5%D0%BD-%D0%B8-%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83/a-52742588;Мужчины, женщины и дети заражаются коронавирусом SARS-CoV-2 с одинаковой частотой.;мужчины, женщины, дети;1;;;;
https://iz.ru/975282/mariia-nediuk/gendernaia-bol-koronavirus-opasnee-dlia-muzhchin;По мнению российских специалистов, преобладание представителей сильного пола среди жертв инфекции связано с двумя причинами: мужская часть популяции более подвержена курению, поэтому в их легких вирус быстрее развивается в атипичную пневмонию. ;мужчины, курение;1;;;;
https://www.bbc.com/russian/features-52065978;SARS-CoV-2 продолжает мутировать.;мутация;1;;;;
https://www.mythdetector.ge/ru/myth/spisok-nepodtverzdennyh-metodov-protiv-kovid-19;Для удаления коронавируса с рук антибактериальное мыло  не более эффективно, чем обычное мыло.;мытье рук;1;;;;
https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0_COVID-19;Хотя обычно в течение 5 минут мыло разрушает возбудителя COVID-19, но отдельные тесты иногда показывают его наличие[3].;мытье рук;2;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Регулярное мытье рук является лучшим способом индивидуальной защиты от COVID?19.;мытье рук;3;;;;
https://26dsp.ru/node/237;Гигиена рук - это важная мера профилактики распространения гриппа и коронавирусной инфекции. ;мытье рук;4;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/about-covid/#myths;Лучший способ защитить себя от COVID-19 – реже касаться лица, глаз, рта и носа, часто и тщательно мыть руки и высушивать их с помощью бумажных полотенец или сушилки.;мытье рук;5;;;;
https://www.ntv.ru/novosti/2302383/;Специалисты говорят, что первый и главный способ обезопасить себя от инфекции — это регулярное мытье рук.;мытье рук;;;;;
https://www.ntv.ru/novosti/2302383/;Победителем же в борьбе с инфекцией — микробной или вирусной, в том числе и возбудителем нового коронавируса — оказалось обычное мыло.;мытье рук;;;;;
https://www.dw.com/ru/%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83-%D0%BE%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BF%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8-%D0%BD%D0%B5-%D0%B7%D0%B0%D1%89%D0%B8%D1%89%D0%B0%D1%8E%D1%82-%D0%BE%D1%82-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0/a-53089499;Поэтому, если вы хотите защитить от коронавируса себя и своих близких, нужно придерживаться традиционных профилактических мер - тщательно мыть руки с мылом и по возможности воздерживаться от посещения общественных мест.;мытье рук, самоизоляция;1;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Лучший способ защиты от новой коронавирусной инфекции – соблюдение дистанции не менее одного метра от окружающих, а также частое и тщательное мытье рук.;мытье рук, социальная дистанция;1;;;;
https://vk.com/wall-181047282_14572?reply=14591;"Короновирус ""затеяли"" не для того,что бы о нас заботиться,а для сокращения населения планеты.";население;1;;;;
https://sitv.ru/arhiv/news/gruppa-krovi-imeet-znachenie-kto-chashhe-vsego-boleet-koronavirusom/;Например, азиатские люди, китайцы, и другие ближайшие этносы, — у них чувствительность к этому коронавирусу ниже, чем у темнокожей расы, например.;национальность;1;;;;
https://lysyi-valenok.livejournal.com/554269.html;С вирусом SARS-CoV2 человечество не сталкивалось никогда за всю историю своей эволюции.;новизна;1;;;;
https://www.bbc.com/russian/features-52065978;За 2 млн лет эволюции наша иммунная система научилась бороться с большинством известных инфекций, но новый коронавирус застает ее врасплох - поэтому с ним так тяжело справиться и так легко заразиться.;новизна;2;;;;
https://ru.wikipedia.org/wiki/COVID-19;Патоген оказался новым коронавирусом (ныне известным как SARS-CoV-2, ранее — под временным названием 2019-nCoV[2]), который ранее не обнаруживался среди человеческой популяции[32].;новизна;3;;;;
https://www.bbc.com/russian/features-52065978;"Термин ""новый коронавирус"" (novel или nCoV) означает, что раньше он не встречался не только ученым, но и нашим клеткам.";новизна;4;;;;
https://www.skyscanner.ru/news/covid-19-travel-faq;Сейчас те или иные ограничения из-за коронавируса введены по всему миру.;ограничения;1;;;;
http://www.privatmed.ru/article/37/239/2538/;Ограничительные меры при COVID-19 не имеют медицинского обоснования;ограничения;2;;;;
http://www.privatmed.ru/article/37/239/2538/;Необходимо незамедлительно отменить необоснованные и, главное, неэффективные действия, предпринимаемые по якобы ограничению распространения COVID-19.;ограничения;3;;;;
https://iz.ru/1057379/2020-09-06/biolog-otcenil-effektivnost-vvedennykh-iz-za-koronavirusa-ogranichenii;Введенные в период пандемии ограничения оправданны, заявил профессор Центра наук о жизни Сколтеха и руководитель лаборатории молекулярной эволюции Института проблем передачи информации (ИППИ РАН) Георгий Базыкин.;ограничения;4;;;;
https://www.dw.com/ru/%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B7%D0%B0%D0%BF%D1%80%D0%B5%D1%82%D1%8B-%D0%BD%D0%B0-%D0%BF%D0%BE%D0%B5%D0%B7%D0%B4%D0%BA%D0%B8-%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B-%D0%B2-%D0%B1%D0%BE%D1%80%D1%8C%D0%B1%D0%B5-%D1%81-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BE%D0%BC/a-52773054;Исследование: Запреты на поездки эффективны в борьбе с коронавирусом;ограничения;5;;;;
https://www.dw.com/ru/%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B7%D0%B0%D0%BF%D1%80%D0%B5%D1%82%D1%8B-%D0%BD%D0%B0-%D0%BF%D0%BE%D0%B5%D0%B7%D0%B4%D0%BA%D0%B8-%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B-%D0%B2-%D0%B1%D0%BE%D1%80%D1%8C%D0%B1%D0%B5-%D1%81-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BE%D0%BC/a-52773054;Ограничение передвижения граждан, введенное Китаем после вспышки коронавируса, сократило распространение инфекции на 70%.;ограничения;6;;;;
https://www.dw.com/ru/%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B7%D0%B0%D0%BF%D1%80%D0%B5%D1%82%D1%8B-%D0%BD%D0%B0-%D0%BF%D0%BE%D0%B5%D0%B7%D0%B4%D0%BA%D0%B8-%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B-%D0%B2-%D0%B1%D0%BE%D1%80%D1%8C%D0%B1%D0%B5-%D1%81-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BE%D0%BC/a-52773054;Ограничения на передвижения и контакты граждан, которые ввел Китай после вспышки коронавируса, сократили масштабы распространения инфекции за пределы страны примерно на 70 процентов. ;ограничения;7;;;;
https://ria.ru/20200319/1568823558.html;Правительство назвало ограничения из-за коронавируса эффективными;ограничения;8;;;;
https://ria.ru/20200319/1568823558.html;Запреты и ограничения в России из-за коронавируса могут показаться чрезмерными, но, по мнению ученых, это является эффективным противодействием эпидемии, говорится в заявлении кабмина.;ограничения;9;;;;
https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0_COVID-19;При большом насыщении озоном помещений удавалось добиться уничтожения 99,22 % коронавируса атипичной пневмонии, поэтому медики ожидают сходных результатов по коронавирусу Covid-19[31][неавторитетный источник?].;озон;1;;;;
https://www.youtube.com/watch?v=FT4NWXTzhas&lc=UgwTHIvTT44qNudmkoV4AaABAg.95XqP1kwEP_95uoo3v9dHs;Он даже не обратит внимание на тот специфического факта КОВИД-19, что может стать серьезной инфекцией легких (Острый Респираторный Дистресс-Синдром - ОРДС,;ОРДС;1;;;;
https://www.vshouz.ru/news/analitika/10858/;Основная причина смерти при COVID-19 — острый респираторный дистресс-синдром.;ОРДС;2;;;;
https://www.vshouz.ru/news/analitika/10858/;ОРДС — основная причина смерти при новой коронавирусной инфекции.;ОРДС;3;;;;
https://www.vshouz.ru/news/analitika/10858/;По имеющимся данным, если у человека с COVID-19 развивается ОРДС, то обычно это происходит так: на шестой-седьмой день после появления симптомов возникает одышка, а на второй-третий день после этого — острый респираторный дистресс-синдром. ;ОРДС;4;;;;
https://www.belta.by/society/view/koronavirus-i-ivl-kak-lechat-samyh-tjazhelyh-patsientov-392619-2020/;Наиболее грозное осложнение пневмонии, ассоциированной с COVID-19, - острый респираторный дистресс-синдром (ОРДС) - развивается в течение семи дней от начала заболевания.;ОРДС;5;;;;
https://www.belta.by/society/view/koronavirus-i-ivl-kak-lechat-samyh-tjazhelyh-patsientov-392619-2020/;Однако ОРДС на самом деле не является специфическим синдромом при COVID-ассоциированной пневмонии.;ОРДС;6;;;;
https://xn--j1aeg1d.xn--p1ai/rekomendatsii/ekmo-s-covid-19;Лишь у небольшой части пациентов с COVID-19 (по имеющимся оценкам из Китая и Италии – от 2 до 5%) развивается тяжелая дыхательная недостаточность и острый респираторный дистресс-синдром (ОРДС), требующие интенсивной терапии.;ОРДС;7;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/ai/doc/204/attach/COVID_pocketbook_v6.pdf;В патогенезе ОРДС вследствие COVID-19 основную роль играет избыточный ответ иммунной системы со стремительно развивающимся тяжелым жизнеугрожающим синдромом высвобождения цитокинов.;ОРДС, цитокиновый шторм;1;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/ai/doc/204/attach/COVID_pocketbook_v6.pdf;У пациента с ОРДС вследствие COVID-19 рекомендовано продлевать респираторную поддержку (до 14 суток и более) даже при положительной динамике оксигенирующей функции лёгких;ОРДС, ЭКМО;1;;;;
https://xn--j1aeg1d.xn--p1ai/rekomendatsii/ekmo-s-covid-19;ЭКМО может быть средством спасения жизни у пациентов COVID-19 с тяжелыми формами ОРДС или рефрактерной сердечной недостаточностью.;ОРДС, ЭКМО;2;;;;
https://xn--j1aeg1d.xn--p1ai/rekomendatsii/ekmo-s-covid-19;В текущих рекомендациях ВОЗ применение вено-венозной (ВВ) ЭКМО показано пациентам с COVID-19 и тяжелым ОРДС в опытных центрах с достаточным количеством случаев для клинического опыта.;ОРДС, ЭКМО;3;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Новая коронавирусная инфекция относится к острым респираторным вирусным инфекциям (ОРВИ) и осложнения у нее могут быть такие же, как и у других ОРВИ – пневмония, бронхит, синусит и другие.;осложнение;1;;;;
https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters;Некоторые болеют COVID-19 в более тяжелой форме, такой как пневмония.;осложнение;2;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgyCe0JAolZP_KKqaB54AaABAg.97epgXtGneg97fFixVaLAb;Коронавирус - ВЫЗЫВАЕТ ПНЕВМОНИЮ! И люди умирают от осложнений ВЫЗВАННЫХ КОРОНАВИРУСОМ...;осложнение;3;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgyCe0JAolZP_KKqaB54AaABAg.97epgXtGneg97izam-3wgn;ну так коронавирус и вызывает осложнения вирусную пневмонию у многих людей;осложнение;4;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgyCe0JAolZP_KKqaB54AaABAg.97epgXtGneg97lPo8nn-eD;Коронавирус поражает лёгкие и возникает вирусная пневмония и не только эти органы он поражает , этим он и опасен.;осложнение;5;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgyCe0JAolZP_KKqaB54AaABAg.97epgXtGneg9924Tj40U5E;Вы абсолютно правы, но к сожалению коронавирус дает осложнения на многие заболевания;осложнение;6;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;Наличие коронавируса нового типа у беременных женщин может привести к преждевременным родам и кесареву сечению.;осложнение;7;;;;
https://xn--80aesfpebagmfblc0a.xn--p1ai/faq/;В целом, как отмечают специалисты, заболевание коронавирусом может значительно осложнить ход беременности.;осложнение;8;;;;
https://www.5.ua/ru/obshchestvo/hrypp-y-koronavyrus-ymmunoloh-rasskazal-v-chem-samaia-bolshaia-opasnost-obeykh-ynfektsyi-208271.html;"При этом ""уханский"" коронавирус, как и грипп, тоже может поражать легкие.";осложнение;9;;;;
https://www.business-gazeta.ru/article/468307;Пневмония при коронавирусе развивается за несколько часов.;осложнение;10;;;;
https://cardioweb.ru/news/item/2134-pervyj-uspeshnyj-opyt-primeneniya-trombolitika-v-lechenii-patsientov-s-covid-19-oslozhnennoj-ostrym-respiratornym-distress-sindromom;Коагулопатии - один из центральных механизмов развития осложнений при COVID-19.;осложнение;;;;;
https://coronafake.ru/fakes/voz-zayavil-chto-pandemii-koronavirusa-net;ВОЗ заявил, что пандемии коронавируса НЕТ;отрицание;1;;;;
https://coronafake.ru/fakes/v-skfo-vrachi-predlagayut-vzyatki-za-to-chtoby-ukazat-koronavirus-kak-prichinu-smerti;в СКФО продолжают распространяться фейки, объединенные общей тематической линией отрицания существования коронавируса.;отрицание;2;;;;
https://vk.com/wall-193849773_28140?reply=28186;На земле были эпидемии намного опаснее, по сравнению с ними ковид - пшик.;отрицание;4;;;;
https://vk.com/wall-193849773_28140?reply=28196;Неужели вы думаете что люди вам верят в эти сказки придуманные с кроновирус ом вы ещё придумайте вторую волну;отрицание;5;;;;
https://vk.com/wall-193136226_26962?reply=27013;Как достали уже с этим короновирусом. Что других болезней нет что ли;отрицание;6;;;;
https://vk.com/wall-193136226_26810?reply=26854&thread=26814;Но есть и другие серьезные смертельные заболевания, на которых бы стоило заострить внимание, а этой короной е..т мозг уже пятый месяц подряд, как будто ничего другого не существует.;отрицание;7;;;;
https://www.youtube.com/watch?v=O8SZevPdins&lc=UgxR59Ia4uM-X4_1Nch4AaABAg;Бред коронавирус.;отрицание;8;;;;
https://www.youtube.com/watch?v=O8SZevPdins&lc=UgylDuNJ3sn5Zh5GVnR4AaABAg;Теперь СМИ можно самим фантазировать на тему вируса не выходя из карантина)))этот мир сошёл с ума,кукловоды остановитесь;отрицание;9;;;;
https://www.youtube.com/watch?v=O8SZevPdins&lc=UgyZBKvwWZ-JTv1HDGJ4AaABAg;Ребята коронавирус был 100 лет тому назад, 50, 20, он всегда был и будет, только лечить нужно правильно, врачей, которые говорят нет лечение от коронавируса нужно лишать от диплома!;отрицание;10;;;;
https://www.youtube.com/watch?v=pP6Z3DTe30I&lc=UgywvdDrdARx-zIZ5t54AaABAg.9BFRfbrbQNi9BFStm_XaMW;Пандемия ковидлы как политический иструмент.;отрицание;11;;;;
https://www.youtube.com/watch?v=pP6Z3DTe30I&lc=UgxuC7LnNazXISviFy54AaABAg;Ковид-19  -  афера 21 века!;отрицание;12;;;;
https://vk.com/wall-193849773_29748?reply=29758;все это промывка мозгов по поводу коронавируса;отрицание;13;;;;
https://vk.com/wall-193849773_29171?reply=29211;Тот кто думает что есть коронавирус, ну я не знаю что вам сказать, вы запуганные овечки которые ходят в намордниках и боитесь то чего нет, снимайте маски ребята че вы как дурачки то :)));отрицание;14;;;;
https://vk.com/wall-193849773_29077?reply=29182&thread=29107;видимо вам коронафобия мозги сожрала, ну это понятно;отрицание;15;;;;
https://vk.com/wall-193849773_28251?reply=28351;Как же этой организации хочется, хочется чтобы все в эту чушь коронавируса верили,как хочется;отрицание;16;;;;
https://vk.com/@pravda_i_fakti-epidemiya-virusa-kpk-uhanskaya-pnevmoniya;Эта афера с вирусом КПК («уханьской пневманией») подобна той которую устроили 9/11 в США, чтобы в итоге урезать и ограничить людей в правах под предлогом борьбы с терроризмом и обеспечением безопасности;отрицание;17;;;;
https://vk.com/@pravda_i_fakti-epidemiya-virusa-kpk-uhanskaya-pnevmoniya;Цель главных злодеев-махинаторов которые запланировали этот хаос и разработали этот коронавирус — приучить людей к мысли что спасение в вакцине, т.е. что спасение в КПК, но в этом и есть их запланированный обман.;отрицание;18;;;;
https://vk.com/@pravda_i_fakti-epidemiya-virusa-kpk-uhanskaya-pnevmoniya;COVID19 — обман для принудительной вакцинации/чипизации.;отрицание;19;;;;
https://www.youtube.com/watch?v=C1k7SjX3mt4&lc=UgxQqF7NBEVbrn7Ae7B4AaABAg.96EJ9lWKhC799k4H1b0Tgd;Коронавирус это простуда или вирус гриппа другими словами, простуды бояться можно но глупо - вспышки гриппа каждый год весной или осенью.;отрицание;20;;;;
https://www.youtube.com/watch?v=j0hqeJWv4h8&lc=UgwLgIoIsJdZkibLa_p4AaABAg;это все вранье нет ни какого корона  вируса;отрицание;21;;;;
https://www.youtube.com/watch?v=33rsLhemnfg&lc=Ugyp3Dq3cHCxzIKRK614AaABAg;НАДОЕЛИ СО СВОИМ ОБМАНОМ ОБЫЧНЫЙ ГРИПП ОБОЗВАЛИ КАРОНОЙ;отрицание;22;;;;
https://www.newsko.ru/articles/nk-5671735.html;Угроза китайского коронавируса изрядно преувеличена.;отрицание;23;;;;
http://www.privatmed.ru/article/41/2534/;Опасность Covid-19 была переоценена: вероятно, ни на одном этапе опасность, создаваемая новым вирусом, не выходила за пределы нормального уровня.;отрицание;24;;;;
http://www.privatmed.ru/article/41/2534/;Люди, которые умирают от короны, по сути, являются теми, кто статистически умрет в этом году, потому что они достигли конца своей жизни, и их ослабленные тела больше не могут справиться с любым случайным повседневным стрессом;отрицание;25;;;;
http://www.privatmed.ru/article/37/239/2538/;Резюмируя эти данные, следует сказать, что объективно  коронавирус SARS-CoV-2 нельзя отнести к патогенам, обладающим высоким эпидемическим потенциалом и несущим серьезную угрозу здоровью населения.;отрицание;26;;;;
https://www.vesti.ru/article/2399978;"В нем говорится о том, что коронавирусная инфекция якобы не опасна, поскольку ""является прикрытием глобального экономического кризиса"".";отрицание;27;;;;
https://www.youtube.com/watch?v=FT4NWXTzhas&lc=Ugxejt255ey6YJotC7x4AaABAg.94yijqvR0bL95Nmbxrv8OR;Какой нах короновирус, туберкулёз ВИЧ , почему о этом молчат.;отрицание;28;;;;
https://www.youtube.com/watch?v=FT4NWXTzhas&lc=UgxcQIxSC3eLIB1bAfd4AaABAg.96wX7motRJq9As8ts8RcY3;хотя уже давно выяснено. что ковид безобиден и никому неопасен.;отрицание;29;;;;
https://www.youtube.com/watch?v=C1k7SjX3mt4&lc=UgxQqF7NBEVbrn7Ae7B4AaABAg.96EJ9lWKhC799k4H1b0Tgd;Коронавирус это простуда или вирус гриппа другими словами, простуды бояться можно но глупо - вспышки гриппа каждый год весной или осенью.;отрицание;30;;;;
https://www.youtube.com/watch?v=C1k7SjX3mt4&lc=UgzboHITwA2gEF4F6Qx4AaABAg;В зомболенде, зомбоапокалипсис!) Взрыв корон ментального вируса! );отрицание;31;;;;
https://www.youtube.com/watch?v=ILjQAU6VkAw&lc=UgwmW0h9iYGaOJBr6-14AaABAg.973GS_BtybE98a19XRgI8B;ВИЧ, короновирус все это обман.;отрицание;32;;;;
